v1, v2, dup lines, len_v1, len_v2, measure
1.1.4, 2.0.2, 20, 7389, 7008, 0.0013891783010349379
1.1.4, 2.0.3, 20, 7389, 7021, 0.0013879250520471894
1.1.4, 2.1.0, 102, 7389, 20879, 0.003608320362247064
1.1.4, 2.1.1, 104, 7389, 20968, 0.003667524773424551
1.1.4, 2.1.2, 104, 7389, 20988, 0.0036649399161292596
1.1.4, 2.1.3, 104, 7389, 20988, 0.0036649399161292596
1.1.4, 2.1.4, 104, 7389, 20993, 0.0036642942710168416
1.1.4, 2.2.0, 40, 7389, 8517, 0.002514774299006664
1.1.4, 2.2.1, 40, 7389, 8517, 0.002514774299006664
1.1.4, 2.2.2, 40, 7389, 8519, 0.002514458134272064
1.1.4, 2.2.3, 40, 7389, 8519, 0.002514458134272064
1.1.4, 2.2.4, 40, 7389, 8491, 0.0025188916876574307
1.1.4, 3.0.0, 71, 7389, 8959, 0.004343038903841448
1.1.4, 3.1.0, 68, 7389, 9001, 0.004148871262965223
1.1.4, 3.1.1, 69, 7389, 9098, 0.004185115545581367
1.1.4, 3.2.0, 67, 7389, 9134, 0.004054953700901773
1.1.4, 3.2.1, 67, 7389, 9141, 0.004053236539624925
1.1.4, 3.3.0, 60, 7389, 9307, 0.0035936751317680884
1.1.4, 3.3.1, 60, 7389, 9307, 0.0035936751317680884
1.1.4, 3.4.0, 60, 7389, 9543, 0.003543586109142452
1.1.4, 3.4.1, 60, 7389, 9556, 0.0035408675125405725
1.10.0, 1.10.1, 991, 7812, 7809, 0.06344024070161962
1.10.0, 1.10.2, 991, 7812, 7817, 0.06340776761149146
1.10.0, 1.11.0, 1086, 7812, 21947, 0.0364931617325851
1.10.0, 1.11.1, 1094, 7812, 21927, 0.03678671105282626
1.10.0, 1.11.2, 1094, 7812, 21970, 0.03673359747498489
1.10.0, 1.11.3, 1094, 7812, 21975, 0.03672743142981838
1.10.0, 1.12.0, 1024, 7812, 9521, 0.059078059193446025
1.10.0, 1.12.1, 1024, 7812, 9520, 0.05908146780521579
1.10.0, 1.12.2, 1024, 7812, 9507, 0.05912581557826664
1.10.0, 1.12.3, 1024, 7812, 9500, 0.059149722735674676
1.10.0, 1.12.4, 1024, 7812, 9494, 0.0591702299780423
1.10.0, 2.0.0, 991, 7812, 6987, 0.06696398405297656
1.10.0, 2.0.1, 991, 7812, 7013, 0.06684654300168634
1.10.0, 2.0.2, 991, 7812, 7008, 0.06686909581646423
1.10.0, 2.0.3, 991, 7812, 7021, 0.06681049012337356
1.10.0, 2.1.0, 1046, 7812, 20879, 0.03645742567355617
1.10.0, 2.1.1, 1046, 7812, 20968, 0.03634468380820014
1.10.0, 2.1.2, 1046, 7812, 20988, 0.036319444444444446
1.10.0, 2.1.3, 1046, 7812, 20988, 0.036319444444444446
1.10.0, 2.1.4, 1046, 7812, 20993, 0.03631314007984725
1.10.0, 2.2.0, 949, 7812, 8517, 0.0581174597342152
1.10.0, 2.2.1, 935, 7812, 8517, 0.05726008941147651
1.10.0, 2.2.2, 935, 7812, 8519, 0.057253076970179416
1.10.0, 2.2.3, 935, 7812, 8519, 0.057253076970179416
1.10.0, 2.2.4, 935, 7812, 8491, 0.05735140771637122
1.10.0, 3.0.0, 917, 7812, 8959, 0.054677717488521856
1.10.0, 3.1.0, 919, 7812, 9001, 0.054660084458454765
1.10.0, 3.1.1, 901, 7812, 9098, 0.05328208160851567
1.10.0, 3.2.0, 899, 7812, 9134, 0.05305086746134781
1.10.0, 3.2.1, 902, 7812, 9141, 0.05320592225564797
1.10.0, 3.3.0, 885, 7812, 9307, 0.05169694491500672
1.10.0, 3.3.1, 885, 7812, 9307, 0.05169694491500672
1.10.0, 3.4.0, 887, 7812, 9543, 0.05110919043503313
1.10.0, 3.4.1, 881, 7812, 9556, 0.05072547213265776
1.10.1, 1.10.2, 991, 7809, 7817, 0.06341994112376807
1.10.1, 1.11.0, 1086, 7809, 21947, 0.036496840973249095
1.10.1, 1.11.1, 1094, 7809, 21927, 0.036790422383642725
1.10.1, 1.11.2, 1094, 7809, 21970, 0.036737298095973675
1.10.1, 1.11.3, 1094, 7809, 21975, 0.03673113080848778
1.10.1, 1.12.0, 1024, 7809, 9521, 0.05908828620888632
1.10.1, 1.12.1, 1024, 7809, 9520, 0.05909169600092331
1.10.1, 1.12.2, 1024, 7809, 9507, 0.059136059136059134
1.10.1, 1.12.3, 1024, 7809, 9500, 0.059159974579698425
1.10.1, 1.12.4, 1024, 7809, 9494, 0.05918048893255505
1.10.1, 2.0.0, 991, 7809, 6987, 0.06697756150310895
1.10.1, 2.0.1, 991, 7809, 7013, 0.06686007286466064
1.10.1, 2.0.2, 991, 7809, 7008, 0.06688263481136532
1.10.1, 2.0.3, 991, 7809, 7021, 0.06682400539447067
1.10.1, 2.1.0, 1046, 7809, 20879, 0.03646123814835471
1.10.1, 2.1.1, 1046, 7809, 20968, 0.03634847273864544
1.10.1, 2.1.2, 1046, 7809, 20988, 0.03632322811403966
1.10.1, 2.1.3, 1046, 7809, 20988, 0.03632322811403966
1.10.1, 2.1.4, 1046, 7809, 20993, 0.03631692243594195
1.10.1, 2.2.0, 949, 7809, 8517, 0.05812813916452285
1.10.1, 2.2.1, 935, 7809, 8517, 0.05727061129486708
1.10.1, 2.2.2, 935, 7809, 8519, 0.05726359627633513
1.10.1, 2.2.3, 935, 7809, 8519, 0.05726359627633513
1.10.1, 2.2.4, 935, 7809, 8491, 0.05736196319018405
1.10.1, 3.0.0, 917, 7809, 8959, 0.0546875
1.10.1, 3.1.0, 919, 7809, 9001, 0.05466983938132064
1.10.1, 3.1.1, 901, 7809, 9098, 0.05329153605015674
1.10.1, 3.2.0, 899, 7809, 9134, 0.053060260874697514
1.10.1, 3.2.1, 902, 7809, 9141, 0.053215339233038346
1.10.1, 3.3.0, 885, 7809, 9307, 0.05170600607618602
1.10.1, 3.3.1, 885, 7809, 9307, 0.05170600607618602
1.10.1, 3.4.0, 887, 7809, 9543, 0.05111802674043338
1.10.1, 3.4.1, 881, 7809, 9556, 0.050734235531241005
1.10.2, 1.11.0, 1086, 7817, 21947, 0.03648703131299556
1.10.2, 1.11.1, 1094, 7817, 21927, 0.03678052716514255
1.10.2, 1.11.2, 1094, 7817, 21970, 0.03672743142981838
1.10.2, 1.11.3, 1094, 7817, 21975, 0.036721267454350164
1.10.2, 1.12.0, 1024, 7817, 9521, 0.059061022032529706
1.10.2, 1.12.1, 1024, 7817, 9520, 0.05906442867854877
1.10.2, 1.12.2, 1024, 7817, 9507, 0.059108750865850844
1.10.2, 1.12.3, 1024, 7817, 9500, 0.05913264422244038
1.10.2, 1.12.4, 1024, 7817, 9494, 0.05915313962220554
1.10.2, 2.0.0, 991, 7817, 6987, 0.06694136719805457
1.10.2, 2.0.1, 991, 7817, 7013, 0.06682400539447067
1.10.2, 2.0.2, 991, 7817, 7008, 0.06684654300168634
1.10.2, 2.0.3, 991, 7817, 7021, 0.06678797681628251
1.10.2, 2.1.0, 1046, 7817, 20879, 0.03645107332032339
1.10.2, 2.1.1, 1046, 7817, 20968, 0.03633837067917318
1.10.2, 2.1.2, 1046, 7817, 20988, 0.03631314007984725
1.10.2, 2.1.3, 1046, 7817, 20988, 0.03631314007984725
1.10.2, 2.1.4, 1046, 7817, 20993, 0.03630683790350573
1.10.2, 2.2.0, 949, 7817, 8517, 0.05809966940124893
1.10.2, 2.2.1, 935, 7817, 8517, 0.057242561528100894
1.10.2, 2.2.2, 935, 7817, 8519, 0.057235553379040155
1.10.2, 2.2.3, 935, 7817, 8519, 0.057235553379040155
1.10.2, 2.2.4, 935, 7817, 8491, 0.05733382389011528
1.10.2, 3.0.0, 917, 7817, 8959, 0.05466142107773009
1.10.2, 3.1.0, 919, 7817, 9001, 0.05464383398739446
1.10.2, 3.1.1, 901, 7817, 9098, 0.053266331658291456
1.10.2, 3.2.0, 899, 7817, 9134, 0.05303521916111144
1.10.2, 3.2.1, 902, 7817, 9141, 0.05319023469748791
1.10.2, 3.3.0, 885, 7817, 9307, 0.05168185003503854
1.10.2, 3.3.1, 885, 7817, 9307, 0.05168185003503854
1.10.2, 3.4.0, 887, 7817, 9543, 0.051094470046082946
1.10.2, 3.4.1, 881, 7817, 9556, 0.05071087319403672
1.11.0, 1.11.1, 2043, 21947, 21927, 0.046565163878378994
1.11.0, 1.11.2, 2047, 21947, 21970, 0.04661065191156044
1.11.0, 1.11.3, 2047, 21947, 21975, 0.046605345840353356
1.11.0, 1.12.0, 1103, 21947, 9521, 0.035051480869454685
1.11.0, 1.12.1, 1103, 21947, 9520, 0.035052594781834936
1.11.0, 1.12.2, 1103, 21947, 9507, 0.0350670820881287
1.11.0, 1.12.3, 1103, 21947, 9500, 0.035074887906636563
1.11.0, 1.12.4, 1103, 21947, 9494, 0.03508158137463821
1.11.0, 2.0.0, 1016, 21947, 6987, 0.03511439828575379
1.11.0, 2.0.1, 1016, 21947, 7013, 0.03508287292817679
1.11.0, 2.0.2, 1016, 21947, 7008, 0.035088931099982734
1.11.0, 2.0.3, 1016, 21947, 7021, 0.03507318420325877
1.11.0, 2.1.0, 2014, 21947, 20879, 0.04702750665483585
1.11.0, 2.1.1, 2043, 21947, 20968, 0.04760573226144705
1.11.0, 2.1.2, 2047, 21947, 20988, 0.04767672062419937
1.11.0, 2.1.3, 2047, 21947, 20988, 0.04767672062419937
1.11.0, 2.1.4, 2047, 21947, 20993, 0.04767116907312529
1.11.0, 2.2.0, 977, 21947, 8517, 0.03207064075630252
1.11.0, 2.2.1, 963, 21947, 8517, 0.03161108193277311
1.11.0, 2.2.2, 963, 21947, 8519, 0.03160900676163592
1.11.0, 2.2.3, 963, 21947, 8519, 0.03160900676163592
1.11.0, 2.2.4, 963, 21947, 8491, 0.031638083973979894
1.11.0, 3.0.0, 973, 21947, 8959, 0.031482560020707956
1.11.0, 3.1.0, 975, 21947, 9001, 0.03150445909267158
1.11.0, 3.1.1, 975, 21947, 9098, 0.031406023514253506
1.11.0, 3.2.0, 975, 21947, 9134, 0.031369647051253176
1.11.0, 3.2.1, 975, 21947, 9141, 0.03136258363355636
1.11.0, 3.3.0, 961, 21947, 9307, 0.030748064247776284
1.11.0, 3.3.1, 961, 21947, 9307, 0.030748064247776284
1.11.0, 3.4.0, 980, 21947, 9543, 0.031120990790727214
1.11.0, 3.4.1, 980, 21947, 9556, 0.031108148430308225
1.11.1, 1.11.2, 2043, 21927, 21970, 0.04654076588377338
1.11.1, 1.11.3, 2043, 21927, 21975, 0.04653546535465355
1.11.1, 1.12.0, 1144, 21927, 9521, 0.036377512083439326
1.11.1, 1.12.1, 1144, 21927, 9520, 0.036378668871434476
1.11.1, 1.12.2, 1144, 21927, 9507, 0.036393713813068655
1.11.1, 1.12.3, 1144, 21927, 9500, 0.03640182009100455
1.11.1, 1.12.4, 1144, 21927, 9494, 0.03640877120397187
1.11.1, 2.0.0, 1016, 21927, 6987, 0.03513868714117729
1.11.1, 2.0.1, 1016, 21927, 7013, 0.03510711817553559
1.11.1, 2.0.2, 1016, 21927, 7008, 0.03511318472438223
1.11.1, 2.0.3, 1016, 21927, 7021, 0.03509741605637695
1.11.1, 2.1.0, 2043, 21927, 20879, 0.04772695416530393
1.11.1, 2.1.1, 2043, 21927, 20968, 0.04762792866301434
1.11.1, 2.1.2, 2043, 21927, 20988, 0.04760573226144705
1.11.1, 2.1.3, 2043, 21927, 20988, 0.04760573226144705
1.11.1, 2.1.4, 2043, 21927, 20993, 0.04760018639328984
1.11.1, 2.2.0, 981, 21927, 8517, 0.03222309814741821
1.11.1, 2.2.1, 967, 21927, 8517, 0.03176323741952437
1.11.1, 2.2.2, 967, 21927, 8519, 0.03176115089010051
1.11.1, 2.2.3, 967, 21927, 8519, 0.03176115089010051
1.11.1, 2.2.4, 967, 21927, 8491, 0.031790387270694984
1.11.1, 3.0.0, 976, 21927, 8959, 0.031600077705109114
1.11.1, 3.1.0, 977, 21927, 9001, 0.03158949818934299
1.11.1, 3.1.1, 975, 21927, 9098, 0.031426269137792104
1.11.1, 3.2.0, 975, 21927, 9134, 0.03138984578732172
1.11.1, 3.2.1, 975, 21927, 9141, 0.03138277327153341
1.11.1, 3.3.0, 961, 21927, 9307, 0.030767753089581865
1.11.1, 3.3.1, 961, 21927, 9307, 0.030767753089581865
1.11.1, 3.4.0, 980, 21927, 9543, 0.031140768986336193
1.11.1, 3.4.1, 980, 21927, 9556, 0.031127910300797257
1.11.2, 1.11.3, 2066, 21970, 21975, 0.047013312094663785
1.11.2, 1.12.0, 1152, 21970, 9521, 0.03658188053729637
1.11.2, 1.12.1, 1152, 21970, 9520, 0.03658304223563036
1.11.2, 1.12.2, 1152, 21970, 9507, 0.036598151030911456
1.11.2, 1.12.3, 1152, 21970, 9500, 0.03660629170638704
1.11.2, 1.12.4, 1152, 21970, 9494, 0.036613272311212815
1.11.2, 2.0.0, 1016, 21970, 6987, 0.03508650758020513
1.11.2, 2.0.1, 1016, 21970, 7013, 0.03505503226029052
1.11.2, 2.0.2, 1016, 21970, 7008, 0.03506108081993236
1.11.2, 2.0.3, 1016, 21970, 7021, 0.0350453589044876
1.11.2, 2.1.0, 2047, 21970, 20879, 0.04777241009125067
1.11.2, 2.1.1, 2043, 21970, 20968, 0.04758023196236434
1.11.2, 2.1.2, 2066, 21970, 20988, 0.0480934866613902
1.11.2, 2.1.3, 2066, 21970, 20988, 0.0480934866613902
1.11.2, 2.1.4, 2066, 21970, 20993, 0.04808788957940553
1.11.2, 2.2.0, 981, 21970, 8517, 0.03217764948994654
1.11.2, 2.2.1, 967, 21970, 8517, 0.03171843736674648
1.11.2, 2.2.2, 967, 21970, 8519, 0.031716356718816625
1.11.2, 2.2.3, 967, 21970, 8519, 0.031716356718816625
1.11.2, 2.2.4, 967, 21970, 8491, 0.03174551065296609
1.11.2, 3.0.0, 976, 21970, 8959, 0.03155614471854894
1.11.2, 3.1.0, 977, 21970, 9001, 0.03154563946918085
1.11.2, 3.1.1, 974, 21970, 9098, 0.03135058581176774
1.11.2, 3.2.0, 974, 21970, 9134, 0.03131430041152263
1.11.2, 3.2.1, 974, 21970, 9141, 0.031307254668766674
1.11.2, 3.3.0, 960, 21970, 9307, 0.03069348083256067
1.11.2, 3.3.1, 960, 21970, 9307, 0.03069348083256067
1.11.2, 3.4.0, 980, 21970, 9543, 0.031098276901596167
1.11.2, 3.4.1, 980, 21970, 9556, 0.031085453276660534
1.11.3, 1.12.0, 1152, 21975, 9521, 0.0365760731521463
1.11.3, 1.12.1, 1152, 21975, 9520, 0.03657723448166376
1.11.3, 1.12.2, 1152, 21975, 9507, 0.03659233847913093
1.11.3, 1.12.3, 1152, 21975, 9500, 0.03660047656870532
1.11.3, 1.12.4, 1152, 21975, 9494, 0.03660745495567066
1.11.3, 2.0.0, 1016, 21975, 6987, 0.03508045024514882
1.11.3, 2.0.1, 1016, 21975, 7013, 0.0350489857872223
1.11.3, 2.0.2, 1016, 21975, 7008, 0.03505503226029052
1.11.3, 2.0.3, 1016, 21975, 7021, 0.0350393157676921
1.11.3, 2.1.0, 2047, 21975, 20879, 0.04776683623465721
1.11.3, 2.1.1, 2043, 21975, 20968, 0.04757469203362597
1.11.3, 2.1.2, 2066, 21975, 20988, 0.04808788957940553
1.11.3, 2.1.3, 2066, 21975, 20988, 0.04808788957940553
1.11.3, 2.1.4, 2066, 21975, 20993, 0.048082293800037236
1.11.3, 2.2.0, 981, 21975, 8517, 0.03217237308146399
1.11.3, 2.2.1, 967, 21975, 8517, 0.031713236258690804
1.11.3, 2.2.2, 967, 21975, 8519, 0.031711156293041255
1.11.3, 2.2.3, 967, 21975, 8519, 0.031711156293041255
1.11.3, 2.2.4, 967, 21975, 8491, 0.0317403006630342
1.11.3, 3.0.0, 976, 21975, 8959, 0.031551044158531064
1.11.3, 3.1.0, 977, 21975, 9001, 0.031540547520661155
1.11.3, 3.1.1, 974, 21975, 9098, 0.031345541145045536
1.11.3, 3.2.0, 974, 21975, 9134, 0.03130926741457456
1.11.3, 3.2.1, 974, 21975, 9141, 0.03130222393623859
1.11.3, 3.3.0, 960, 21975, 9307, 0.030688574899303114
1.11.3, 3.3.1, 960, 21975, 9307, 0.030688574899303114
1.11.3, 3.4.0, 980, 21975, 9543, 0.031093343486261818
1.11.3, 3.4.1, 980, 21975, 9556, 0.031080523928831944
1.12.0, 1.12.1, 1132, 9521, 9520, 0.059450659104038656
1.12.0, 1.12.2, 1132, 9521, 9507, 0.05949127601429472
1.12.0, 1.12.3, 1132, 9521, 9500, 0.059513169654592295
1.12.0, 1.12.4, 1132, 9521, 9494, 0.05953194846174073
1.12.0, 2.0.0, 922, 9521, 6987, 0.055851708262660525
1.12.0, 2.0.1, 927, 9521, 7013, 0.05606628764969154
1.12.0, 2.0.2, 927, 9521, 7008, 0.056083247625385683
1.12.0, 2.0.3, 927, 9521, 7021, 0.05603917301414581
1.12.0, 2.1.0, 1009, 9521, 20879, 0.03319078947368421
1.12.0, 2.1.1, 1038, 9521, 20968, 0.03404506543343501
1.12.0, 2.1.2, 1046, 9521, 20988, 0.034284965092267854
1.12.0, 2.1.3, 1046, 9521, 20988, 0.034284965092267854
1.12.0, 2.1.4, 1046, 9521, 20993, 0.03427934718489874
1.12.0, 2.2.0, 956, 9521, 8517, 0.052999223860738444
1.12.0, 2.2.1, 956, 9521, 8517, 0.052999223860738444
1.12.0, 2.2.2, 956, 9521, 8519, 0.052993348115299335
1.12.0, 2.2.3, 956, 9521, 8519, 0.052993348115299335
1.12.0, 2.2.4, 956, 9521, 8491, 0.053075727292915834
1.12.0, 3.0.0, 961, 9521, 8959, 0.0520021645021645
1.12.0, 3.1.0, 962, 9521, 9001, 0.051938235611705
1.12.0, 3.1.1, 955, 9521, 9098, 0.051291691283097914
1.12.0, 3.2.0, 950, 9521, 9134, 0.050924685071026536
1.12.0, 3.2.1, 954, 9521, 9141, 0.05111992283785232
1.12.0, 3.3.0, 933, 9521, 9307, 0.049553855959209685
1.12.0, 3.3.1, 933, 9521, 9307, 0.049553855959209685
1.12.0, 3.4.0, 930, 9521, 9543, 0.04878304657994125
1.12.0, 3.4.1, 930, 9521, 9556, 0.04874980342821198
1.12.1, 1.12.2, 1132, 9520, 9507, 0.05949440269091291
1.12.1, 1.12.3, 1132, 9520, 9500, 0.059516298633017876
1.12.1, 1.12.4, 1132, 9520, 9494, 0.05953507941516777
1.12.1, 2.0.0, 922, 9520, 6987, 0.05585509177924517
1.12.1, 2.0.1, 927, 9520, 7013, 0.05606967882416984
1.12.1, 2.0.2, 927, 9520, 7008, 0.056086640851887706
1.12.1, 2.0.3, 927, 9520, 7021, 0.05604256090925579
1.12.1, 2.1.0, 1009, 9520, 20879, 0.03319188131188526
1.12.1, 2.1.1, 1038, 9520, 20968, 0.03404618210443453
1.12.1, 2.1.2, 1046, 9520, 20988, 0.03428608889471614
1.12.1, 2.1.3, 1046, 9520, 20988, 0.03428608889471614
1.12.1, 2.1.4, 1046, 9520, 20993, 0.03428047061908039
1.12.1, 2.2.0, 956, 9520, 8517, 0.05300216222209902
1.12.1, 2.2.1, 956, 9520, 8517, 0.05300216222209902
1.12.1, 2.2.2, 956, 9520, 8519, 0.05299628582515661
1.12.1, 2.2.3, 956, 9520, 8519, 0.05299628582515661
1.12.1, 2.2.4, 956, 9520, 8491, 0.053078674143578926
1.12.1, 3.0.0, 961, 9520, 8959, 0.05200497862438443
1.12.1, 3.1.0, 962, 9520, 9001, 0.05194103990065331
1.12.1, 3.1.1, 955, 9520, 9098, 0.05129444623482651
1.12.1, 3.2.0, 950, 9520, 9134, 0.050927415031628606
1.12.1, 3.2.1, 954, 9520, 9141, 0.051122662236750445
1.12.1, 3.3.0, 933, 9520, 9307, 0.04955648802252085
1.12.1, 3.3.1, 933, 9520, 9307, 0.04955648802252085
1.12.1, 3.4.0, 930, 9520, 9543, 0.04878560562345906
1.12.1, 3.4.1, 930, 9520, 9556, 0.04875235898511218
1.12.2, 1.12.3, 1132, 9507, 9500, 0.05955700531383175
1.12.2, 1.12.4, 1132, 9507, 9494, 0.05957581179937898
1.12.2, 2.0.0, 922, 9507, 6987, 0.05589911482963502
1.12.2, 2.0.1, 927, 9507, 7013, 0.0561138014527845
1.12.2, 2.0.2, 927, 9507, 7008, 0.0561307901907357
1.12.2, 2.0.3, 927, 9507, 7021, 0.056086640851887706
1.12.2, 2.1.0, 1009, 9507, 20879, 0.0332060817481735
1.12.2, 2.1.1, 1038, 9507, 20968, 0.03406070549630845
1.12.2, 2.1.2, 1046, 9507, 20988, 0.034300705033612065
1.12.2, 2.1.3, 1046, 9507, 20988, 0.034300705033612065
1.12.2, 2.1.4, 1046, 9507, 20993, 0.03429508196721311
1.12.2, 2.2.0, 956, 9507, 8517, 0.05304039059032401
1.12.2, 2.2.1, 956, 9507, 8517, 0.05304039059032401
1.12.2, 2.2.2, 956, 9507, 8519, 0.05303450571396871
1.12.2, 2.2.3, 956, 9507, 8519, 0.05303450571396871
1.12.2, 2.2.4, 956, 9507, 8491, 0.053117013001444606
1.12.2, 3.0.0, 961, 9507, 8959, 0.052041589949095635
1.12.2, 3.1.0, 962, 9507, 9001, 0.05197752323319645
1.12.2, 3.1.1, 955, 9507, 9098, 0.051330287557108306
1.12.2, 3.2.0, 950, 9507, 9134, 0.05096293117322032
1.12.2, 3.2.1, 954, 9507, 9141, 0.05115830115830116
1.12.2, 3.3.0, 933, 9507, 9307, 0.04959073030721803
1.12.2, 3.3.1, 933, 9507, 9307, 0.04959073030721803
1.12.2, 3.4.0, 930, 9507, 9543, 0.048818897637795275
1.12.2, 3.4.1, 930, 9507, 9556, 0.04878560562345906
1.12.3, 1.12.4, 1132, 9500, 9494, 0.05959776771612088
1.12.3, 2.0.0, 922, 9500, 6987, 0.05592284830472494
1.12.3, 2.0.1, 927, 9500, 7013, 0.05613758856658391
1.12.3, 2.0.2, 927, 9500, 7008, 0.0561545917131088
1.12.3, 2.0.3, 927, 9500, 7021, 0.05611040493916833
1.12.3, 2.1.0, 1009, 9500, 20879, 0.03321373317094045
1.12.3, 2.1.1, 1038, 9500, 20968, 0.03406853091768413
1.12.3, 2.1.2, 1046, 9500, 20988, 0.03430858042508528
1.12.3, 2.1.3, 1046, 9500, 20988, 0.03430858042508528
1.12.3, 2.1.4, 1046, 9500, 20993, 0.034302954776506085
1.12.3, 2.2.0, 956, 9500, 8517, 0.05306099794638397
1.12.3, 2.2.1, 956, 9500, 8517, 0.05306099794638397
1.12.3, 2.2.2, 956, 9500, 8519, 0.053055108496586935
1.12.3, 2.2.3, 956, 9500, 8519, 0.053055108496586935
1.12.3, 2.2.4, 956, 9500, 8491, 0.053137679951086654
1.12.3, 3.0.0, 961, 9500, 8959, 0.05206132509886776
1.12.3, 3.1.0, 962, 9500, 9001, 0.0519971893411167
1.12.3, 3.1.1, 955, 9500, 9098, 0.05134960748467577
1.12.3, 3.2.0, 950, 9500, 9134, 0.05098207577546421
1.12.3, 3.2.1, 954, 9500, 9141, 0.05117751193605493
1.12.3, 3.3.0, 933, 9500, 9307, 0.04960918806827245
1.12.3, 3.3.1, 933, 9500, 9307, 0.04960918806827245
1.12.3, 3.4.0, 930, 9500, 9543, 0.048836842934411595
1.12.3, 3.4.1, 930, 9500, 9556, 0.04880352644836272
1.12.4, 2.0.0, 922, 9494, 6987, 0.05594320732965233
1.12.4, 2.0.1, 927, 9494, 7013, 0.056157993578481856
1.12.4, 2.0.2, 927, 9494, 7008, 0.0561750090898073
1.12.4, 2.0.3, 927, 9494, 7021, 0.0561307901907357
1.12.4, 2.1.0, 1009, 9494, 20879, 0.03322029434036809
1.12.4, 2.1.1, 1038, 9494, 20968, 0.034075241284222964
1.12.4, 2.1.2, 1046, 9494, 20988, 0.034315333639524964
1.12.4, 2.1.3, 1046, 9494, 20988, 0.034315333639524964
1.12.4, 2.1.4, 1046, 9494, 20993, 0.03430970577623249
1.12.4, 2.2.0, 956, 9494, 8517, 0.053078674143578926
1.12.4, 2.2.1, 956, 9494, 8517, 0.053078674143578926
1.12.4, 2.2.2, 956, 9494, 8519, 0.05307278076944429
1.12.4, 2.2.3, 956, 9494, 8519, 0.05307278076944429
1.12.4, 2.2.4, 956, 9494, 8491, 0.05315540728384765
1.12.4, 3.0.0, 961, 9494, 8959, 0.052078252858613776
1.12.4, 3.1.0, 962, 9494, 9001, 0.05201405785347391
1.12.4, 3.1.1, 955, 9494, 9098, 0.05136617900172117
1.12.4, 3.2.0, 950, 9494, 9134, 0.050998496886407556
1.12.4, 3.2.1, 954, 9494, 9141, 0.051193989804132006
1.12.4, 3.3.0, 933, 9494, 9307, 0.04962501994574757
1.12.4, 3.3.1, 933, 9494, 9307, 0.04962501994574757
1.12.4, 3.4.0, 930, 9494, 9543, 0.04885223512108
1.12.4, 3.4.1, 930, 9494, 9556, 0.048818897637795275
1.2, 1.10.0, 0, 2966, 7812, 0.0
1.2, 1.10.1, 0, 2966, 7809, 0.0
1.2, 1.10.2, 0, 2966, 7817, 0.0
1.2, 1.11.0, 112, 2966, 21947, 0.00449564484405732
1.2, 1.11.1, 128, 2966, 21927, 0.0051420077933555615
1.2, 1.11.2, 128, 2966, 21970, 0.005133140840551813
1.2, 1.11.3, 128, 2966, 21975, 0.005132111783809791
1.2, 1.12.0, 20, 2966, 9521, 0.001601665732361656
1.2, 1.12.1, 20, 2966, 9520, 0.0016017940092904052
1.2, 1.12.2, 20, 2966, 9507, 0.0016034634811192174
1.2, 1.12.3, 20, 2966, 9500, 0.0016043638697256538
1.2, 1.12.4, 20, 2966, 9494, 0.0016051364365971107
1.2, 1.2.1, 1128, 2966, 2993, 0.18929350562174863
1.2, 1.2.2, 1064, 2966, 3383, 0.16758544652701213
1.2, 1.2.3, 1048, 2966, 3408, 0.16441794791339817
1.2, 1.2.4, 825, 2966, 3546, 0.1266891891891892
1.2, 1.2.5, 825, 2966, 3546, 0.1266891891891892
1.2, 1.2.6, 822, 2966, 3551, 0.1261316556697867
1.2, 1.3, 508, 2966, 4243, 0.07046747121653489
1.2, 1.3.0, 508, 2966, 4243, 0.07046747121653489
1.2, 1.3.1, 512, 2966, 4243, 0.07102233319461784
1.2, 1.3.2, 454, 2966, 4377, 0.06182759090290072
1.2, 1.4, 33, 2966, 4949, 0.004169298799747315
1.2, 1.4.0, 33, 2966, 4949, 0.004169298799747315
1.2, 1.4.1, 33, 2966, 5024, 0.004130162703379224
1.2, 1.4.2, 33, 2966, 5184, 0.004049079754601227
1.2, 1.4.3, 0, 2966, 5729, 0.0
1.2, 1.4.4, 0, 2966, 5863, 0.0
1.2, 1.5, 0, 2966, 6801, 0.0
1.2, 1.5.0, 0, 2966, 6801, 0.0
1.2, 1.5.1, 0, 2966, 6931, 0.0
1.2, 1.5.2, 0, 2966, 6975, 0.0
1.2, 1.6, 0, 2966, 7460, 0.0
1.2, 1.6.0, 0, 2966, 7460, 0.0
1.2, 1.6.1, 0, 2966, 7525, 0.0
1.2, 1.6.2, 19, 2966, 7571, 0.0018031697826705894
1.2, 1.6.3, 19, 2966, 7633, 0.0017926219454665535
1.2, 1.6.4, 19, 2966, 7635, 0.0017922837468163381
1.2, 1.7, 19, 2966, 7860, 0.0017550341769813412
1.2, 1.7.0, 19, 2966, 7860, 0.0017550341769813412
1.2, 1.7.1, 19, 2966, 7826, 0.0017605633802816902
1.2, 1.7.2, 19, 2966, 7960, 0.0017389712612117885
1.2, 1.8.0, 18, 2966, 7767, 0.0016770707164818783
1.2, 1.8.1, 18, 2966, 7772, 0.0016762898118830322
1.2, 1.8.2, 18, 2966, 7776, 0.0016756656116179481
1.2, 1.8.3, 18, 2966, 7790, 0.00167348456675344
1.2, 1.9.0, 0, 2966, 7713, 0.0
1.2, 1.9.1, 0, 2966, 7747, 0.0
