v1, v2, dup lines, len_v1, len_v2, measure
1.1, 1.2.4, 101, 6217, 3546, 0.010345180784594898
1.1, 1.2.5, 101, 6217, 3546, 0.010345180784594898
1.1, 1.2.6, 101, 6217, 3551, 0.01033988533988534
1.1, 1.3, 31, 6217, 4243, 0.0029636711281070746
1.1, 1.3.0, 31, 6217, 4243, 0.0029636711281070746
1.1, 1.3.1, 31, 6217, 4243, 0.0029636711281070746
1.1, 1.3.2, 53, 6217, 4377, 0.00500283179158014
1.1, 1.4, 50, 6217, 4949, 0.004477879276374709
1.1, 1.4.0, 50, 6217, 4949, 0.004477879276374709
1.1, 1.4.1, 50, 6217, 5024, 0.0044480028467218215
1.1, 1.4.2, 50, 6217, 5184, 0.004385580212262082
1.1, 1.4.3, 17, 6217, 5729, 0.0014230704838439645
1.1, 1.4.4, 17, 6217, 5863, 0.0014072847682119205
1.1, 1.5, 17, 6217, 6801, 0.0013058841603933015
1.1, 1.5.0, 17, 6217, 6801, 0.0013058841603933015
1.1, 1.5.1, 17, 6217, 6931, 0.0012929723151810161
1.1, 1.5.2, 17, 6217, 6975, 0.001288659793814433
1.1, 1.6, 17, 6217, 7460, 0.0012429626380054105
1.1, 1.6.0, 17, 6217, 7460, 0.0012429626380054105
1.1, 1.6.1, 17, 6217, 7525, 0.0012370833939746762
1.1, 1.6.2, 36, 6217, 7571, 0.0026109660574412533
1.1, 1.6.3, 36, 6217, 7633, 0.00259927797833935
1.1, 1.6.4, 36, 6217, 7635, 0.0025989026855327752
1.1, 1.7, 36, 6217, 7860, 0.0025573630745187185
1.1, 1.7.0, 36, 6217, 7860, 0.0025573630745187185
1.1, 1.7.1, 36, 6217, 7826, 0.002563554795983764
1.1, 1.7.2, 36, 6217, 7960, 0.0025393242576003386
1.1, 1.8.0, 35, 6217, 7767, 0.0025028604118993137
1.1, 1.8.1, 35, 6217, 7772, 0.002501965830295232
1.1, 1.8.2, 35, 6217, 7776, 0.0025012506253126563
1.1, 1.8.3, 35, 6217, 7790, 0.0024987506246876563
1.1, 1.9.0, 17, 6217, 7713, 0.0012203876525484565
1.1, 1.9.1, 17, 6217, 7747, 0.00121741621311945
1.1, 2.0.0, 17, 6217, 6987, 0.0012874886398061194
1.1, 2.0.1, 17, 6217, 7013, 0.0012849584278155706
1.1, 2.0.2, 17, 6217, 7008, 0.001285444234404537
1.1, 2.0.3, 17, 6217, 7021, 0.001284181900589213
1.1, 2.1.0, 99, 6217, 20879, 0.003653675819309123
1.1, 2.1.1, 101, 6217, 20968, 0.003715284164061063
1.1, 2.1.2, 101, 6217, 20988, 0.003712552839551553
1.1, 2.1.3, 101, 6217, 20988, 0.003712552839551553
1.1, 2.1.4, 101, 6217, 20993, 0.0037118706357956634
1.1, 2.2.0, 37, 6217, 8517, 0.002511198588299172
1.1, 2.2.1, 37, 6217, 8517, 0.002511198588299172
1.1, 2.2.2, 37, 6217, 8519, 0.00251085776330076
1.1, 2.2.3, 37, 6217, 8519, 0.00251085776330076
1.1, 2.2.4, 37, 6217, 8491, 0.0025156377481642643
1.1, 3.0.0, 68, 6217, 8959, 0.0044807590933052185
1.1, 3.1.0, 65, 6217, 9001, 0.004271257721119727
1.1, 3.1.1, 66, 6217, 9098, 0.004309500489715965
1.1, 3.2.0, 64, 6217, 9134, 0.004169109504266823
1.1, 3.2.1, 64, 6217, 9141, 0.00416720927204063
1.1, 3.3.0, 57, 6217, 9307, 0.0036717340891522805
1.1, 3.3.1, 57, 6217, 9307, 0.0036717340891522805
1.1, 3.4.0, 57, 6217, 9543, 0.003616751269035533
1.1, 3.4.1, 57, 6217, 9556, 0.00361377036708299
1.1.1, 1.1.2, 2293, 6259, 6430, 0.1807076995823154
1.1.1, 1.1.3, 1925, 6259, 6860, 0.1467337449500724
1.1.1, 1.1.3.1, 1927, 6259, 6864, 0.14684142345500267
1.1.1, 1.1.4, 1755, 6259, 7389, 0.1285902696365768
1.1.1, 1.10.0, 17, 6259, 7812, 0.0012081586241205315
1.1.1, 1.10.1, 17, 6259, 7809, 0.0012084162638612455
1.1.1, 1.10.2, 17, 6259, 7817, 0.0012077294685990338
1.1.1, 1.11.0, 99, 6259, 21947, 0.0035098915124441607
1.1.1, 1.11.1, 115, 6259, 21927, 0.0040800397360391686
1.1.1, 1.11.2, 115, 6259, 21970, 0.0040738247901094616
1.1.1, 1.11.3, 115, 6259, 21975, 0.004073103350570234
1.1.1, 1.12.0, 37, 6259, 9521, 0.0023447401774397973
1.1.1, 1.12.1, 37, 6259, 9520, 0.0023448887762215604
1.1.1, 1.12.2, 37, 6259, 9507, 0.002346822275783331
1.1.1, 1.12.3, 37, 6259, 9500, 0.002347864712227933
1.1.1, 1.12.4, 37, 6259, 9494, 0.002348758966546055
1.1.1, 1.2, 444, 6259, 2966, 0.04813008130081301
1.1.1, 1.2.1, 460, 6259, 2993, 0.04971897968006917
1.1.1, 1.2.2, 185, 6259, 3383, 0.01918689068657955
1.1.1, 1.2.3, 185, 6259, 3408, 0.019137271128581775
1.1.1, 1.2.4, 111, 6259, 3546, 0.011320754716981131
1.1.1, 1.2.5, 111, 6259, 3546, 0.011320754716981131
1.1.1, 1.2.6, 111, 6259, 3551, 0.011314984709480122
1.1.1, 1.3, 31, 6259, 4243, 0.0029518187011997716
1.1.1, 1.3.0, 31, 6259, 4243, 0.0029518187011997716
1.1.1, 1.3.1, 31, 6259, 4243, 0.0029518187011997716
1.1.1, 1.3.2, 53, 6259, 4377, 0.00498307634449041
1.1.1, 1.4, 50, 6259, 4949, 0.004461099214846539
1.1.1, 1.4.0, 50, 6259, 4949, 0.004461099214846539
1.1.1, 1.4.1, 50, 6259, 5024, 0.004431445537534343
1.1.1, 1.4.2, 50, 6259, 5184, 0.004369483527047103
1.1.1, 1.4.3, 17, 6259, 5729, 0.0014180847514180847
1.1.1, 1.4.4, 17, 6259, 5863, 0.0014024088434251773
1.1.1, 1.5, 17, 6259, 6801, 0.0013016845329249618
1.1.1, 1.5.0, 17, 6259, 6801, 0.0013016845329249618
1.1.1, 1.5.1, 17, 6259, 6931, 0.001288855193328279
1.1.1, 1.5.2, 17, 6259, 6975, 0.0012845700468490252
1.1.1, 1.6, 17, 6259, 7460, 0.0012391573729863693
1.1.1, 1.6.0, 17, 6259, 7460, 0.0012391573729863693
1.1.1, 1.6.1, 17, 6259, 7525, 0.0012333139872315727
1.1.1, 1.6.2, 36, 6259, 7571, 0.0026030368763557484
1.1.1, 1.6.3, 36, 6259, 7633, 0.002591419522027066
1.1.1, 1.6.4, 36, 6259, 7635, 0.0025910464948898804
1.1.1, 1.7, 36, 6259, 7860, 0.0025497556484170266
1.1.1, 1.7.0, 36, 6259, 7860, 0.0025497556484170266
1.1.1, 1.7.1, 36, 6259, 7826, 0.0025559105431309905
1.1.1, 1.7.2, 36, 6259, 7960, 0.002531823616288065
1.1.1, 1.8.0, 35, 6259, 7767, 0.0024953657493226866
1.1.1, 1.8.1, 35, 6259, 7772, 0.002494476516285368
1.1.1, 1.8.2, 35, 6259, 7776, 0.0024937655860349127
1.1.1, 1.8.3, 35, 6259, 7790, 0.002491280518186348
1.1.1, 1.9.0, 17, 6259, 7713, 0.001216719152590896
1.1.1, 1.9.1, 17, 6259, 7747, 0.0012137655290589747
1.1.1, 2.0.0, 17, 6259, 6987, 0.0012834063113392722
1.1.1, 2.0.1, 17, 6259, 7013, 0.001280892103676914
1.1.1, 2.0.2, 17, 6259, 7008, 0.001281374839828145
1.1.1, 2.0.3, 17, 6259, 7021, 0.0012801204819277109
1.1.1, 2.1.0, 99, 6259, 20879, 0.0036480212248507626
1.1.1, 2.1.1, 101, 6259, 20968, 0.0037095530172255482
1.1.1, 2.1.2, 101, 6259, 20988, 0.003706830109736852
1.1.1, 2.1.3, 101, 6259, 20988, 0.003706830109736852
1.1.1, 2.1.4, 101, 6259, 20993, 0.003706150007338911
1.1.1, 2.2.0, 37, 6259, 8517, 0.0025040606388738494
1.1.1, 2.2.1, 37, 6259, 8517, 0.0025040606388738494
1.1.1, 2.2.2, 37, 6259, 8519, 0.0025037217485451347
1.1.1, 2.2.3, 37, 6259, 8519, 0.0025037217485451347
1.1.1, 2.2.4, 37, 6259, 8491, 0.0025084745762711863
1.1.1, 3.0.0, 68, 6259, 8959, 0.004468392692863714
1.1.1, 3.1.0, 65, 6259, 9001, 0.004259501965923985
1.1.1, 3.1.1, 66, 6259, 9098, 0.0042977143973432315
1.1.1, 3.2.0, 64, 6259, 9134, 0.004157734034950952
1.1.1, 3.2.1, 64, 6259, 9141, 0.004155844155844156
1.1.1, 3.3.0, 57, 6259, 9307, 0.0036618270589746883
1.1.1, 3.3.1, 57, 6259, 9307, 0.0036618270589746883
1.1.1, 3.4.0, 57, 6259, 9543, 0.003607138336919377
1.1.1, 3.4.1, 57, 6259, 9556, 0.0036041732532405943
1.1.2, 1.1.3, 2007, 6430, 6860, 0.15101580135440182
1.1.2, 1.1.3.1, 2016, 6430, 6864, 0.1516473597111479
1.1.2, 1.1.4, 2064, 6430, 7389, 0.1493595773934438
1.1.2, 1.10.0, 17, 6430, 7812, 0.0011936525768852688
1.1.2, 1.10.1, 17, 6430, 7809, 0.0011939040662967905
1.1.2, 1.10.2, 17, 6430, 7817, 0.001193233663227346
1.1.2, 1.11.0, 99, 6430, 21947, 0.0034887408816999684
1.1.2, 1.11.1, 115, 6430, 21927, 0.0040554360475367635
1.1.2, 1.11.2, 115, 6430, 21970, 0.004049295774647887
1.1.2, 1.11.3, 115, 6430, 21975, 0.004048582995951417
1.1.2, 1.12.0, 37, 6430, 9521, 0.0023196037865964515
1.1.2, 1.12.1, 37, 6430, 9520, 0.0023197492163009406
1.1.2, 1.12.2, 37, 6430, 9507, 0.0023216414632615924
1.1.2, 1.12.3, 37, 6430, 9500, 0.002322661644695543
1.1.2, 1.12.4, 37, 6430, 9494, 0.0023235367997990453
1.1.2, 1.2, 559, 6430, 2966, 0.05949340144742444
1.1.2, 1.2.1, 524, 6430, 2993, 0.05560861721320174
1.1.2, 1.2.2, 185, 6430, 3383, 0.01885254254560277
1.1.2, 1.2.3, 185, 6430, 3408, 0.01880463508843261
1.1.2, 1.2.4, 111, 6430, 3546, 0.011126704089815557
1.1.2, 1.2.5, 111, 6430, 3546, 0.011126704089815557
1.1.2, 1.2.6, 111, 6430, 3551, 0.011121130147279832
1.1.2, 1.3, 31, 6430, 4243, 0.002904525438021175
1.1.2, 1.3.0, 31, 6430, 4243, 0.002904525438021175
1.1.2, 1.3.1, 31, 6430, 4243, 0.002904525438021175
1.1.2, 1.3.2, 53, 6430, 4377, 0.004904228740631072
1.1.2, 1.4, 50, 6430, 4949, 0.004394059231918446
1.1.2, 1.4.0, 50, 6430, 4949, 0.004394059231918446
1.1.2, 1.4.1, 50, 6430, 5024, 0.004365287235900122
1.1.2, 1.4.2, 50, 6430, 5184, 0.004305148958153952
1.1.2, 1.4.3, 17, 6430, 5729, 0.0013981412945143516
1.1.2, 1.4.4, 17, 6430, 5863, 0.0013829008378752135
1.1.2, 1.5, 17, 6430, 6801, 0.0012848613105585368
1.1.2, 1.5.0, 17, 6430, 6801, 0.0012848613105585368
1.1.2, 1.5.1, 17, 6430, 6931, 0.0012723598533043933
1.1.2, 1.5.2, 17, 6430, 6975, 0.001268183513614323
1.1.2, 1.6, 17, 6430, 7460, 0.0012239020878329733
1.1.2, 1.6.0, 17, 6430, 7460, 0.0012239020878329733
1.1.2, 1.6.1, 17, 6430, 7525, 0.0012182013615191687
1.1.2, 1.6.2, 36, 6430, 7571, 0.0025712449110777804
1.1.2, 1.6.3, 36, 6430, 7633, 0.0025599089810140084
1.1.2, 1.6.4, 36, 6430, 7635, 0.0025595449697831496
1.1.2, 1.7, 36, 6430, 7860, 0.0025192442267319803
1.1.2, 1.7.0, 36, 6430, 7860, 0.0025192442267319803
1.1.2, 1.7.1, 36, 6430, 7826, 0.0025252525252525255
1.1.2, 1.7.2, 36, 6430, 7960, 0.002501737317581654
1.1.2, 1.8.0, 35, 6430, 7767, 0.002465309572444883
1.1.2, 1.8.1, 35, 6430, 7772, 0.0024644416279397266
1.1.2, 1.8.2, 35, 6430, 7776, 0.0024637477122342673
1.1.2, 1.8.3, 35, 6430, 7790, 0.0024613220815752463
1.1.2, 1.9.0, 17, 6430, 7713, 0.0012020080605246411
1.1.2, 1.9.1, 17, 6430, 7747, 0.0011991253438668266
1.1.2, 2.0.0, 17, 6430, 6987, 0.0012670492658567489
1.1.2, 2.0.1, 17, 6430, 7013, 0.0012645986758907982
1.1.2, 2.0.2, 17, 6430, 7008, 0.0012650692067271915
1.1.2, 2.0.3, 17, 6430, 7021, 0.0012638465541595421
1.1.2, 2.1.0, 99, 6430, 20879, 0.003625178512578271
1.1.2, 2.1.1, 101, 6430, 20968, 0.003686400467187386
1.1.2, 2.1.2, 101, 6430, 20988, 0.0036837114304471516
1.1.2, 2.1.3, 101, 6430, 20988, 0.0036837114304471516
1.1.2, 2.1.4, 101, 6430, 20993, 0.0036830397841228165
1.1.2, 2.2.0, 37, 6430, 8517, 0.0024754131263798754
1.1.2, 2.2.1, 37, 6430, 8517, 0.0024754131263798754
1.1.2, 2.2.2, 37, 6430, 8519, 0.0024750819452806208
1.1.2, 2.2.3, 37, 6430, 8519, 0.0024750819452806208
1.1.2, 2.2.4, 37, 6430, 8491, 0.0024797265598820455
1.1.2, 3.0.0, 68, 6430, 8959, 0.00441874065891221
1.1.2, 3.1.0, 65, 6430, 9001, 0.004212299915754001
1.1.2, 3.1.1, 66, 6430, 9098, 0.004250386398763524
1.1.2, 3.2.0, 64, 6430, 9134, 0.004112053456694937
1.1.2, 3.2.1, 64, 6430, 9141, 0.004110204868023891
1.1.2, 3.3.0, 57, 6430, 9307, 0.003622037237084578
1.1.2, 3.3.1, 57, 6430, 9307, 0.003622037237084578
1.1.2, 3.4.0, 57, 6430, 9543, 0.0035685218806736367
1.1.2, 3.4.1, 57, 6430, 9556, 0.003565619917427749
1.1.3, 1.1.3.1, 2337, 6860, 6864, 0.17028563101136696
1.1.3, 1.1.4, 2257, 6860, 7389, 0.15839708049687698
1.1.3, 1.10.0, 17, 6860, 7812, 0.001158669574700109
1.1.3, 1.10.1, 17, 6860, 7809, 0.0011589065375962914
1.1.3, 1.10.2, 17, 6860, 7817, 0.0011582748518089527
1.1.3, 1.11.0, 99, 6860, 21947, 0.003436664699552192
1.1.3, 1.11.1, 115, 6860, 21927, 0.0039948587904262345
1.1.3, 1.11.2, 115, 6860, 21970, 0.003988900450919181
1.1.3, 1.11.3, 115, 6860, 21975, 0.003988208774059303
1.1.3, 1.12.0, 37, 6860, 9521, 0.0022587143642024297
1.1.3, 1.12.1, 37, 6860, 9520, 0.002258852258852259
1.1.3, 1.12.2, 37, 6860, 9507, 0.0022606464226797825
1.1.3, 1.12.3, 37, 6860, 9500, 0.0022616136919315403
1.1.3, 1.12.4, 37, 6860, 9494, 0.0022624434389140274
1.1.3, 1.2, 871, 6860, 2966, 0.08864237736617138
1.1.3, 1.2.1, 871, 6860, 2993, 0.08839947224195677
1.1.3, 1.2.2, 359, 6860, 3383, 0.03504832568583423
1.1.3, 1.2.3, 359, 6860, 3408, 0.034962991819244255
1.1.3, 1.2.4, 271, 6860, 3546, 0.026042667691716318
1.1.3, 1.2.5, 271, 6860, 3546, 0.026042667691716318
1.1.3, 1.2.6, 271, 6860, 3551, 0.02603016040726155
1.1.3, 1.3, 31, 6860, 4243, 0.00279203818787715
1.1.3, 1.3.0, 31, 6860, 4243, 0.00279203818787715
1.1.3, 1.3.1, 31, 6860, 4243, 0.00279203818787715
1.1.3, 1.3.2, 53, 6860, 4377, 0.004716561359793539
1.1.3, 1.4, 50, 6860, 4949, 0.00423405876873571
1.1.3, 1.4.0, 50, 6860, 4949, 0.00423405876873571
1.1.3, 1.4.1, 50, 6860, 5024, 0.004207337596768765
1.1.3, 1.4.2, 50, 6860, 5184, 0.004151444702756559
1.1.3, 1.4.3, 17, 6860, 5729, 0.001350385256970371
1.1.3, 1.4.4, 17, 6860, 5863, 0.00133616285467264
1.1.3, 1.5, 17, 6860, 6801, 0.0012444184173925775
1.1.3, 1.5.0, 17, 6860, 6801, 0.0012444184173925775
1.1.3, 1.5.1, 17, 6860, 6931, 0.0012326879849177
1.1.3, 1.5.2, 17, 6860, 6975, 0.0012287676183592338
1.1.3, 1.6, 17, 6860, 7460, 0.0011871508379888269
1.1.3, 1.6.0, 17, 6860, 7460, 0.0011871508379888269
1.1.3, 1.6.1, 17, 6860, 7525, 0.0011817865832464372
1.1.3, 1.6.2, 36, 6860, 7571, 0.0024946296167971727
1.1.3, 1.6.3, 36, 6860, 7633, 0.002483957772717864
1.1.3, 1.6.4, 36, 6860, 7635, 0.0024836150396688513
1.1.3, 1.7, 36, 6860, 7860, 0.0024456521739130437
1.1.3, 1.7.0, 36, 6860, 7860, 0.0024456521739130437
1.1.3, 1.7.1, 36, 6860, 7826, 0.002451314176766989
1.1.3, 1.7.2, 36, 6860, 7960, 0.0024291497975708503
1.1.3, 1.8.0, 35, 6860, 7767, 0.0023928351678402953
1.1.3, 1.8.1, 35, 6860, 7772, 0.0023920174958993986
1.1.3, 1.8.2, 35, 6860, 7776, 0.002391363760590325
1.1.3, 1.8.3, 35, 6860, 7790, 0.002389078498293515
1.1.3, 1.9.0, 17, 6860, 7713, 0.0011665408632402388
1.1.3, 1.9.1, 17, 6860, 7747, 0.0011638255630861914
1.1.3, 2.0.0, 17, 6860, 6987, 0.0012277027514985194
1.1.3, 2.0.1, 17, 6860, 7013, 0.0012254018597275282
1.1.3, 2.0.2, 17, 6860, 7008, 0.0012258436688779926
1.1.3, 2.0.3, 17, 6860, 7021, 0.001224695627116202
1.1.3, 2.1.0, 99, 6860, 20879, 0.0035689822992898087
1.1.3, 2.1.1, 101, 6860, 20968, 0.0036294379761391406
1.1.3, 2.1.2, 101, 6860, 20988, 0.003626831370295892
1.1.3, 2.1.3, 101, 6860, 20988, 0.003626831370295892
1.1.3, 2.1.4, 101, 6860, 20993, 0.003626180303737479
1.1.3, 2.2.0, 37, 6860, 8517, 0.0024061910645769655
1.1.3, 2.2.1, 37, 6860, 8517, 0.0024061910645769655
1.1.3, 2.2.2, 37, 6860, 8519, 0.002405878145523116
1.1.3, 2.2.3, 37, 6860, 8519, 0.002405878145523116
1.1.3, 2.2.4, 37, 6860, 8491, 0.002410266432154257
1.1.3, 3.0.0, 68, 6860, 8959, 0.004298628231873064
1.1.3, 3.1.0, 65, 6860, 9001, 0.004098102263413404
1.1.3, 3.1.1, 66, 6860, 9098, 0.004135856623637048
1.1.3, 3.2.0, 64, 6860, 9134, 0.0040015005627110165
1.1.3, 3.2.1, 64, 6860, 9141, 0.003999750015624024
1.1.3, 3.3.0, 57, 6860, 9307, 0.0035257005010205975
1.1.3, 3.3.1, 57, 6860, 9307, 0.0035257005010205975
1.1.3, 3.4.0, 57, 6860, 9543, 0.0034749740901054687
1.1.3, 3.4.1, 57, 6860, 9556, 0.003472222222222222
1.1.3.1, 1.1.4, 2294, 6864, 7389, 0.16094857223040762
1.1.3.1, 1.10.0, 17, 6864, 7812, 0.0011583537748705369
1.1.3.1, 1.10.1, 17, 6864, 7809, 0.0011585906086008315
1.1.3.1, 1.10.2, 17, 6864, 7817, 0.0011579592670798993
1.1.3.1, 1.11.0, 99, 6864, 21947, 0.0034361875672486203
1.1.3.1, 1.11.1, 115, 6864, 21927, 0.003994303775485395
1.1.3.1, 1.11.2, 115, 6864, 21970, 0.003988347090240688
1.1.3.1, 1.11.3, 115, 6864, 21975, 0.003987655605256771
1.1.3.1, 1.12.0, 37, 6864, 9521, 0.0022581629539212694
1.1.3.1, 1.12.1, 37, 6864, 9520, 0.00225830078125
1.1.3.1, 1.12.2, 37, 6864, 9507, 0.00226009406878016
1.1.3.1, 1.12.3, 37, 6864, 9500, 0.0022610608653141043
1.1.3.1, 1.12.4, 37, 6864, 9494, 0.002261890206626727
1.1.3.1, 1.2, 933, 6864, 2966, 0.09491353001017294
1.1.3.1, 1.2.1, 936, 6864, 2993, 0.09495789794054986
1.1.3.1, 1.2.2, 392, 6864, 3383, 0.03825509905338148
1.1.3.1, 1.2.3, 392, 6864, 3408, 0.0381619937694704
1.1.3.1, 1.2.4, 289, 6864, 3546, 0.02776176753121998
1.1.3.1, 1.2.5, 289, 6864, 3546, 0.02776176753121998
1.1.3.1, 1.2.6, 289, 6864, 3551, 0.02774843975036006
1.1.3.1, 1.3, 31, 6864, 4243, 0.002791032682092374
1.1.3.1, 1.3.0, 31, 6864, 4243, 0.002791032682092374
1.1.3.1, 1.3.1, 31, 6864, 4243, 0.002791032682092374
1.1.3.1, 1.3.2, 53, 6864, 4377, 0.004714883017525131
1.1.3.1, 1.4, 50, 6864, 4949, 0.004232625074070939
1.1.3.1, 1.4.0, 50, 6864, 4949, 0.004232625074070939
1.1.3.1, 1.4.1, 50, 6864, 5024, 0.004205921938088829
1.1.3.1, 1.4.2, 50, 6864, 5184, 0.004150066401062417
1.1.3.1, 1.4.3, 17, 6864, 5729, 0.0013499563249424282
1.1.3.1, 1.4.4, 17, 6864, 5863, 0.0013357429087766167
1.1.3.1, 1.5, 17, 6864, 6801, 0.0012440541529454812
1.1.3.1, 1.5.0, 17, 6864, 6801, 0.0012440541529454812
1.1.3.1, 1.5.1, 17, 6864, 6931, 0.0012323305545487496
1.1.3.1, 1.5.2, 17, 6864, 6975, 0.0012284124575475106
1.1.3.1, 1.6, 17, 6864, 7460, 0.0011868193242111143
1.1.3.1, 1.6.0, 17, 6864, 7460, 0.0011868193242111143
1.1.3.1, 1.6.1, 17, 6864, 7525, 0.0011814580582389326
1.1.3.1, 1.6.2, 36, 6864, 7571, 0.0024939383443020437
1.1.3.1, 1.6.3, 36, 6864, 7633, 0.0024832724011864525
1.1.3.1, 1.6.4, 36, 6864, 7635, 0.002482929857231533
1.1.3.1, 1.7, 36, 6864, 7860, 0.0024449877750611247
1.1.3.1, 1.7.0, 36, 6864, 7860, 0.0024449877750611247
1.1.3.1, 1.7.1, 36, 6864, 7826, 0.002450646698434309
1.1.3.1, 1.7.2, 36, 6864, 7960, 0.0024284943335132216
1.1.3.1, 1.8.0, 35, 6864, 7767, 0.002392180985578566
1.1.3.1, 1.8.1, 35, 6864, 7772, 0.002391363760590325
1.1.3.1, 1.8.2, 35, 6864, 7776, 0.0023907103825136613
1.1.3.1, 1.8.3, 35, 6864, 7790, 0.0023884263682271054
1.1.3.1, 1.9.0, 17, 6864, 7713, 0.0011662207587295054
1.1.3.1, 1.9.1, 17, 6864, 7747, 0.0011635069468208883
1.1.3.1, 2.0.0, 17, 6864, 6987, 0.0012273482059057107
1.1.3.1, 2.0.1, 17, 6864, 7013, 0.0012250486416372415
1.1.3.1, 2.0.2, 17, 6864, 7008, 0.0012254901960784314
1.1.3.1, 2.0.3, 17, 6864, 7021, 0.0012243428159884767
1.1.3.1, 2.1.0, 99, 6864, 20879, 0.0035684677215874275
1.1.3.1, 2.1.1, 101, 6864, 20968, 0.003628916355274504
1.1.3.1, 2.1.2, 101, 6864, 20988, 0.003626310498348413
1.1.3.1, 2.1.3, 101, 6864, 20988, 0.003626310498348413
1.1.3.1, 2.1.4, 101, 6864, 20993, 0.0036256596187672755
1.1.3.1, 2.2.0, 37, 6864, 8517, 0.002405565307847344
1.1.3.1, 2.2.1, 37, 6864, 8517, 0.002405565307847344
1.1.3.1, 2.2.2, 37, 6864, 8519, 0.0024052525515179096
1.1.3.1, 2.2.3, 37, 6864, 8519, 0.0024052525515179096
1.1.3.1, 2.2.4, 37, 6864, 8491, 0.0024096385542168677
1.1.3.1, 3.0.0, 68, 6864, 8959, 0.004297541553434874
1.1.3.1, 3.1.0, 65, 6864, 9001, 0.0040970690198550265
1.1.3.1, 3.1.1, 66, 6864, 9098, 0.004134820197970179
1.1.3.1, 3.2.0, 64, 6864, 9134, 0.004000500062507814
1.1.3.1, 3.2.1, 64, 6864, 9141, 0.003998750390502968
1.1.3.1, 3.3.0, 57, 6864, 9307, 0.003524828396512275
1.1.3.1, 3.3.1, 57, 6864, 9307, 0.003524828396512275
1.1.3.1, 3.4.0, 57, 6864, 9543, 0.003474126897056135
1.1.3.1, 3.4.1, 57, 6864, 9556, 0.0034713763702801464
1.1.4, 1.10.0, 20, 7389, 7812, 0.0013157029142819552
1.1.4, 1.10.1, 20, 7389, 7809, 0.0013159626266614028
1.1.4, 1.10.2, 20, 7389, 7817, 0.001315270288044193
1.1.4, 1.11.0, 102, 7389, 21947, 0.003476956640305427
1.1.4, 1.11.1, 118, 7389, 21927, 0.004025105744303452
1.1.4, 1.11.2, 118, 7389, 21970, 0.004019210463571648
1.1.4, 1.11.3, 118, 7389, 21975, 0.004018526086364256
1.1.4, 1.12.0, 40, 7389, 9521, 0.002365464222353637
1.1.4, 1.12.1, 40, 7389, 9520, 0.002365604116151162
1.1.4, 1.12.2, 40, 7389, 9507, 0.0023674242424242425
1.1.4, 1.12.3, 40, 7389, 9500, 0.002368405471016638
1.1.4, 1.12.4, 40, 7389, 9494, 0.0023692471717111888
1.1.4, 1.2, 1512, 7389, 2966, 0.1460164171897634
1.1.4, 1.2.1, 1507, 7389, 2993, 0.1451550760932383
1.1.4, 1.2.2, 694, 7389, 3383, 0.06442629038247308
1.1.4, 1.2.3, 612, 7389, 3408, 0.05668241178105029
1.1.4, 1.2.4, 343, 7389, 3546, 0.031367169638774575
1.1.4, 1.2.5, 343, 7389, 3546, 0.031367169638774575
1.1.4, 1.2.6, 343, 7389, 3551, 0.031352833638025594
1.1.4, 1.3, 34, 7389, 4243, 0.002922971114167813
1.1.4, 1.3.0, 34, 7389, 4243, 0.002922971114167813
1.1.4, 1.3.1, 34, 7389, 4243, 0.002922971114167813
1.1.4, 1.3.2, 56, 7389, 4377, 0.004759476457589665
1.1.4, 1.4, 53, 7389, 4949, 0.00429567190792673
1.1.4, 1.4.0, 53, 7389, 4949, 0.00429567190792673
1.1.4, 1.4.1, 53, 7389, 5024, 0.004269717231934263
1.1.4, 1.4.2, 53, 7389, 5184, 0.004215382168138074
1.1.4, 1.4.3, 20, 7389, 5729, 0.0015246226558926666
1.1.4, 1.4.4, 20, 7389, 5863, 0.001509206157561123
1.1.4, 1.5, 20, 7389, 6801, 0.0014094432699083862
1.1.4, 1.5.0, 20, 7389, 6801, 0.0014094432699083862
1.1.4, 1.5.1, 20, 7389, 6931, 0.0013966480446927375
1.1.4, 1.5.2, 20, 7389, 6975, 0.001392369813422445
1.1.4, 1.6, 20, 7389, 7460, 0.0013468920466024649
1.1.4, 1.6.0, 20, 7389, 7460, 0.0013468920466024649
1.1.4, 1.6.1, 20, 7389, 7525, 0.0013410218586562962
1.1.4, 1.6.2, 39, 7389, 7571, 0.002606951871657754
1.1.4, 1.6.3, 39, 7389, 7633, 0.002596192251364665
1.1.4, 1.6.4, 39, 7389, 7635, 0.002595846645367412
1.1.4, 1.7, 39, 7389, 7860, 0.0025575447570332483
1.1.4, 1.7.0, 39, 7389, 7860, 0.0025575447570332483
1.1.4, 1.7.1, 39, 7389, 7826, 0.0025632599408478476
1.1.4, 1.7.2, 39, 7389, 7960, 0.0025408821421590982
1.1.4, 1.8.0, 38, 7389, 7767, 0.002507257851675904
1.1.4, 1.8.1, 38, 7389, 7772, 0.0025064309742101444
1.1.4, 1.8.2, 38, 7389, 7776, 0.00250576986482031
1.1.4, 1.8.3, 38, 7389, 7790, 0.0025034587258712694
1.1.4, 1.9.0, 20, 7389, 7713, 0.0013243279035889286
1.1.4, 1.9.1, 20, 7389, 7747, 0.001321353065539112
1.1.4, 2.0.0, 20, 7389, 6987, 0.0013912075681691708
1.1.4, 2.0.1, 20, 7389, 7013, 0.0013886960144424386
